Page ID,Page Name,Disclaimer,Amount Spent (USD)
25998443394,MedPage Today,"EVERYDAY HEALTH, INC.",≤100
2338702743040871,Exodus Stories,Howard Mark Mauskopf,≤100
2109637279297531,The Bad Seed,Adam Elia Kidron,≤100
46347342434,EMILY's List,EMILY'S LIST,≤100
25803945361,Family Equality,FAMILY EQUALITY COUNCIL,≤100
461530314600399,Common Sense American Politics,Common Sense American Politics,≤100
355913551109735,The Andrew Goodman Foundation,The Andrew Goodman Foundation,≤100
106136417435051,Iwantmyoceanback,Iwantmyoceanback,≤100
297281494147774,Good Morning Liberty Podcast,Good Morning Liberty,≤100
354329797956187,The Catholic Association,"The Catholic Association, Inc",≤100
112513470189608,American Hot Gear,Ad Hive,≤100
73016054191,Regional Food Bank of Oklahoma,"REGIONAL FOOD BANK OF OKLAHOMA, INC.",≤100
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100
100803741440860,Cool Yang Merch,GETYOUNGANDNOBLEGERBILBUCKS (GETYANGBUCKS),≤100
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,≤100
164009890287891,Becket,"BECKET FUND, THE",≤100
1385294418360578,Linda Koop,KOOP FOR TEXAS,≤100
23489729942,Mike Gallagher,Salem Media,≤100
100935474627180,Lisa Savage for US Senate,LISAFORMAINE,≤100
32802178807,Homes For Our Troops,Homes For Our Troops,≤100
133649613319094,A CALL TO MEN,A CALL TO MEN,≤100
100583918006300,Claire-ity,Harvester Road LLC,≤100
2246231565610889,4D Politics,Jordan Thomas Powell,≤100
304062610300415,VozWire,Gregson E Mathe,≤100
152065518140304,Wildlife Conservation Society,WILDLIFE CONSERVATION SOCIETY,≤100
710669049286394,Woo the People,Khosro David Illulian,≤100
1777642505813951,Harry J Houck,Harry J Houck,≤100
1439364926329185,Animal Matters,Animal Matters,≤100
100782758062291,Bernie Sanders Beanie,Stephen Alan Twyman,≤100
429632077078674,Schlichter Bogard & Denton,Abigail J Smith,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
90107797870,Houston Food Bank,"HOUSTON FOOD BANK, THE",≤100
302612457071883,Moving It Right,Richard P Ashton,≤100
1690071827911682,Cleancult,cleancult,≤100
294879797332635,Debbie Dingell,DEBBIE DINGELL FOR CONGRESS,≤100
100374388047994,Producsio,Producsio,≤100
106074810746613,Enhanced Clinical Nutrition,Enhanced Clinical Nutrition,≤100
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100
45013872425,The Ripon Society,RIPON SOCIETY,≤100
1311291038982513,Trump 2020 Gear,Teecreations LLC,≤100
108777231824,Manhattan Institute for Policy Research,MANHATTAN INSTITUTE FOR POLICY RESEARCH INC,≤100
143152622368089,San Diego Zoo Safari Park,ZOOLOGICAL SOCIETY OF SAN DIEGO,≤100
100598451298741,Make It Legal Florida,Make It Legal Florida,≤100
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,≤100
502969216761221,Common Sense Civics and Citizenship,Candace Donnelly,≤100
580580475786931,Annie Oliva for State Senate,ANNIE OLIVA FOR SENATE 2020,≤100
495180504295017,Powder & Pine Outdoor Company,Powder & Pine Outdoor Company,≤100
131946957381443,Public Lands Conservancy,Public Lands Conservancy,≤100
8473889271,National Parks Conservation Association,National Parks Conservation Association,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
145546662234642,American Energy Alliance,American Energy Alliance,≤100
302182941354,AARP Advocates,AARP,≤100
134571176638205,One Tree Planted,One Tree Planted,≤100
755175814541555,Law Office of Fernando Dubove - Immigration Attorney in Dallas,Law Office of Fernando Dubove,≤100
1836138529938551,Greater Half,Greater Half,≤100
322311444154,Ounce of Prevention Fund,OUNCE OF PREVENTION FUND,≤100
108971449133,Fisher House Foundation,"FISHER HOUSE FOUNDATION, INC.",≤100
205795426669644,Facts and Logic about the Middle East,Facts and Logic About the Middle East,≤100
1020951917927616,GRRRL Clothing,Kortney Kay Olson,≤100
51052893175,Kevin McCarthy,Leader Kevin McCarthy,≤100
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,≤100
104038122501,Mary's Place,MARY'S PLACE SEATTLE,≤100
188383074570800,Aquapparel,Aquapparel,≤100
304174600459936,Front Porch Sense,Marnie Lynn Kuhns,≤100
180861088663138,"The Citizens Foundation, USA","CITIZENS FOUNDATION USA, THE",≤100
108974462561,Freddie Mac,Freddie Mac Multifamily,≤100
108970206976,World Vision USA,WORLD VISION INC.,≤100
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",≤100
174665949220535,MiracleFeet,MiracleFeet,≤100
124955570892789,Bernie Sanders,BERNIE 2020,≤100
317157555861204,Kirkendall Dwyer Law Firm,Lymphoma Law,≤100
150322194563,PASA Primates: Pan African Sanctuary Alliance,PAN AFRICAN SANCTUARIES ALLIANCE,≤100
1623461074577166,Collector's Corner USA,Howard James Smith,≤100
357251385085313,Alliance to End Plastic Waste,Alliance To End Plastic Waste,≤100
110909394960,Grameen Foundation,Grameen Foundation,≤100
684016825122195,Andy Thorburn for OC Board of Education,Andy Thorburn for Orange County Board of Education 2020,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
26060837166,Point Loma Nazarene University,Point Loma Nazarene University,≤100
169034376562081,Valley Air District,San Joaquin Valley Air Pollution Control District,≤100
111665350333939,Politicopathy,Bryce Everett Jones,≤100
2177005695867568,Minnesota Ag-Energy Alliance,Minnesota AG Energy Alliance,≤100
104523977720056,Savvy Market Picks,Savvy Market Picks,≤100
270503890146,Second Harvest Food Bank - Feeding South Louisiana,Second Harvest Food Bank - Feeding South Louisiana,≤100
819942484773775,Tax Sale Blueprint,Bob Diamond,≤100
116539694161,OneUnited Bank,ONEUNITED BANK,≤100
278520456304986,Majority Committee PAC,John Florio,≤100
116534199732974,USA Carry Online,USA Carry Online,≤100
17911165812,Covenant House International,Covenant House,≤100
337490192991981,Grabien,Grabien Inc,≤100
9324910069,NRSC,NRSC,≤100
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,≤100
142957224352,International Medical Corps,International Medical Corps,≤100
809836039361670,Congressman Kelly Armstrong,Office of Congressman Kelly Armstrong,≤100
29770886815,Marijuana Policy Project,Marijuana Policy Project Foundation,≤100
36474716066,Color Of Change,COLOROFCHANGE.ORG,≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
109526232935380,Synthisophy,Synthisophy,≤100
967055460165792,Maverick Doctor,Avishai Osher White,≤100
129914120385683,Families USA,Families USA,≤100
131217580266597,National Council on Aging,"NATIONAL COUNCIL ON AGING, INC.",≤100
46093654473,National Republican Congressional Committee,NRCC,≤100
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare and the Affordable Care Act,≤100
87110919728,Rise Against Hunger,"RISE AGAINST HUNGER, INC.",≤100
57495285387,Michael Bennet,BENNET FOR AMERICA,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
116987410178,Missouri Partnership,MISSOURI PARTNERSHIP,≤100
129240690441636,NAACP Legal Defense Fund,"N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.",≤100
628891490457484,Nancy Mace,Nancy Mace for Congress,≤100
50982313030,Food & Water Watch,Peter Langdon Thacher,≤100
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,≤100
156968474833352,Stop Republicans,Stop Republicans,≤100
357704677979748,American Conservation Coalition - ACC,American Conservation Coalition,≤100
575702826587091,The Habit Deck,The Habit Deck,≤100
194386147247266,Nicole Millman Photography,Nicole Janelle Millman,≤100
8924408197,National Partnership for Women & Families,National Partnership for Women & Families,≤100
473558703216022,Gabfest,Paul W Queen,≤100
506710966109974,Mandeville For Montana,Mandeville For Montana,≤100
1025055787535714,A Case for Women,A Case for Women,≤100
69983322463,Ted Cruz,TED CRUZ FOR SENATE,≤100
110468488981853,UNRWA USA,UNRWA USA,≤100
54684090291,Partnership for Drug-Free Kids,The National Center on Addiction and Substance Abuse with Facebook ad credits,≤100
907919839243616,My Faith Votes,My Faith Votes,≤100
124738180800,Blood:Water,Blood:Water,≤100
450266702087208,Climate Facts,The Years Project,≤100
7090829369,Peter DeFazio,DEFAZIO FOR CONGRESS,≤100
42940254353,Human Rights Watch,"HUMAN RIGHTS WATCH, INC.",≤100
2386704041588414,The Texan,The Texan,≤100
815410965174024,Troy Brimage for Texas,Troy Brimage Campaign,≤100
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,≤100
562149327457702,Andrew Yang for President 2020,FRIENDS OF ANDREW YANG,≤100
1891288021119494,Supervisor Kathryn Barger,Los Angeles County Supervisor Kathryn Barger,≤100
103854021078878,Patriot Revolution,National Insiders,≤100
11918108948,African Wildlife Foundation,AFRICAN WILDLIFE FOUNDATION,≤100
393932827634250,Dissent Pins,Common Practice,≤100
67945990059,The American Petroleum Institute,AMERICAN PETROLEUM INSTITUTE,≤100
2023114331282570,Florida Daily,Florida Daily,≤100
289359554914740,We Have A Stake,The ANCOR Foundation,≤100
34370387440,JDRF,JDRF INTERNATIONAL,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
385473284886474,Hillsdale College,HILLSDALE COLLEGE,≤100
193618220508,LIFE Today,LIFE Outreach International,≤100
153570224679284,City of New London,New London Economic Development,≤100
392516956004,The Carter Center,The Carter Center,≤100
541807025833154,Malala Fund,Malala Fund,≤100
44667476574,In These Times,INSTITUTE FOR PUBLIC AFFAIRS,≤100
1892187271040911,FreedomWorks Foundation,FreedomWorks Foundation,≤100
106392084148244,Sarah Miller,Michael Todd Powell,≤100
286487148036558,NEAVS,NEW ENGLAND ANTI VIVISECTION SOCIETY,≤100
136126341809,American Bird Conservancy,American Bird Conservancy,≤100
608896929582416,Kali Barnett for Kansas,Kali for Kansas,≤100
8895898655,Rainforest Alliance,"RAINFOREST ALLIANCE, INC.",≤100
717417908274761,Lady Freethinker,Lady Freethinker,≤100
152351908154834,Union Gospel Mission Twin Cities,UNION GOSPEL MISSION ASSOCIATION OF ST PAUL INC,≤100
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,≤100
19463427992,Darrell Issa,DARRELL ISSA FOR CONGRESS,≤100
1955471264486935,The Colorado Sun,The Colorado Sun,≤100
104006944272732,Honest Arizona,Advancing AZ,≤100
493811210669780,Creative Action Network,Creative Action Network,≤100
6162159887,The World,The World,≤100
213792049451918,Stand For America Now,Stand For America Inc,≤100
117580534956446,Kellogg's Frosted Flakes,Kellogg Company,≤100
380243416105600,Geanie Morrison,Geanie Morrison Campaign,≤100
942067839280404,Sioux Falls Feminists,Dale Richmond Hemming,≤100
199657493971420,Curated by Facebook,Steven Matthew Garcia,≤100
102946544466689,No MO Slots,"No MO Slots, LLC",≤100
416707608450706,Tom Steyer,TOM STEYER 2020,158
230991440288731,American College of Obstetricians and Gynecologists - ACOG,"OBSTETRICIANS AND GYNECOLOGISTS, AMERICAN COLLEGE OF",≤100
267180743723148,National Geographic Society,National Geographic Society,≤100
102413723172970,Nick Adams,Nick Adams,≤100
183517831660100,Morning Consult,Morning Consult LLC,≤100
1194865807192273,Conservative Gear,Outergoods LLC,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
1439441369620638,Grow Louisiana Coalition,Grow Louisiana Coalition,≤100
958434844174956,Campaign for Accountability,CAMPAIGN FOR ACCOUNTABILITY INC,≤100
93228695778,Tea Party Patriots,Tea Party Patriots,≤100
197140993656754,Great Plains Food Bank,Great Plains Food Bank,≤100
104621190907499,Amazing Schwag,Chad David Howarth,≤100
1447452422172945,Cannabis Business Times,Clark Alain Quick,≤100
60182072999,Lila Rose,Live Action,≤100
109583297211590,Daniel Mercuri for Congress 25th District California,Daniel Mercuri for Congress,≤100
971668776283950,PolicyEd,Hoover Institution,≤100
20059927218,Chesapeake Climate Action Network,"CHESAPEAKE CLIMATE ACTION NETWORK, INC.",≤100
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,≤100
35715544220,Stand.earth,STAND,≤100
304516656955161,Team Trump Fan Club,I Love My Freedom,≤100
2322760638043788,Silver State Foundry,Thunderbird Media Group,≤100
1039701332716228,Pete Buttigieg,"PETE FOR AMERICA, INC.",≤100
259924897430716,VoteRiders,VoteRiders,≤100
36987752239,The Reporters Committee for Freedom of the Press,Reporters Committee for Freedom of the Press with Facebook Ad Credits,≤100
9062006483,REI,"RECREATIONAL EQUIPMENT, INC.",≤100
130268756992804,Yale Climate Connections,Yale Climate Connections,≤100
340583536575643,Shawn Terry for Texas HD108,Shawn for Texas,≤100
293370004139621,Team John Bolton,JOHN BOLTON SUPER PAC,≤100
44224524016,American Kidney Fund,"AMERICAN KIDNEY FUND, INC.",≤100
2062802910474026,Global Optimism,Clay Michael Carnill,≤100
112325855474892,Speak Up For Education and Kids,National Education Association,≤100
223439555209422,My Hero Wears Blue Store,Thanh Hai None Hoang,≤100
514442968569467,Northern Illinois Food Bank,NORTHERN ILLINOIS FOOD BANK,≤100
537571419599372,John Catsimatidis,Cats Roundtable,≤100
25852730092,Care2,Care2 Inc,≤100
662962894077729,The Well News,The Well News,≤100
1837115116571746,Topic,"First Look Productions, Inc",≤100
266176483402393,"North Country Food Bank, Inc.","North Country Food Bank, Inc.",≤100
73970658023,International Rescue Committee,International Rescue Committee,≤100
13759741267,Sesame Workshop,Sesame Workshop,≤100
304750332920654,Carl DeMaio,CARL DEMAIO FOR CONGRESS,≤100
33110852384,Doctors Without Borders/ Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),≤100
317667194946264,Ro Khanna,RO FOR CONGRESS INC,≤100
128213101272117,Sioux Falls Atheists,Dale Richmond Hemming,≤100
160191644025128,Walton Family Foundation,WALTON FAMILY FOUNDATION INC,≤100
28126338304,Surfrider Foundation,These ads ran without a disclaimer,≤100
12683623041,Society for Human Resource Management (SHRM),SOCIETY FOR HUMAN RESOURCE MANAGEMENT,≤100
872842866161157,One Nation Design,One Nation Design,≤100
70795936969,Children International,CHILDREN INTERNATIONAL,≤100
64064370581,North Texas Food Bank,North Texas Food Bank,≤100
614134231980299,Veterans Empowered To Protect African Wildlife,VETPAW INC,≤100
23996308754,Senate Conservatives,SENATE CONSERVATIVES FUND,≤100
101018071405012,Benefits USA,Brooklyn Kathleen Foster,≤100
219224241438635,Compassion & Choices,COMPASSION & CHOICES,≤100
14226615647,People For the American Way,People For the American Way,≤100
7833534974,Florida Democratic Party,Florida Democratic Party,≤100
574323562632591,Luz para Venezuela - Luz para las Americas,Edith Dume Lerner,≤100
110306340348651,Donna More for State's Attorney,More for State's Attorney,≤100
90498769709,Edenpure,EdenPURE®,≤100
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,≤100
167818016571872,Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,≤100
19045776114,The Better World Campaign,BETTER WORLD CAMPAIGN,≤100
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,≤100
152720876933,Network of enlightened Women (NeW),These ads ran without a disclaimer,≤100
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100
19219803864,Tax Foundation,TAX FOUNDATION,≤100
140614202619821,iCivics,iCivics,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
157810487611661,Freethink,Freethink,≤100
112114435501106,Hugh Hewitt,Salem Media,≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100
112703826851979,POTUS Wear,POTUS Wear,≤100
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",≤100
108906707265489,USA Pooch,"PRESIDENTIAL POOCH, INC",≤100
1896018690436031,U.S. Mail Not For Sale,AMERICAN POSTAL WORKERS UNION,≤100
185696964396,The Nature Conservancy in WA,Nature Conservancy,≤100
654702428226892,Stop the Corridor,Stop the Corridor,≤100
2311489605552071,Customers Who Care,Customers Who Care,≤100
107437303970810,Painted Presidents,"WOW Printing, LLC dba Painted Presidents",≤100
1316372698453411,Alexandria Ocasio-Cortez,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,≤100
165014546858456,Free To Choose Network,FREE TO CHOOSE,≤100
51949171587,Cross International,"CROSS INTERNATIONAL, INC.",≤100
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,≤100
197222327029577,Patriot Planet,Breaking News Alerts,≤100
88444849127,The Hunger Project,"GLOBAL HUNGER PROJECT INCORPORATED, THE",≤100
333081284065216,Brynne Kennedy for Congress,BRYNNE KENNEDY FOR CONGRESS,≤100
1023516414456183,Drain the DC Swamp PAC,DRAIN THE DC SWAMP PAC,≤100
240867803449655,The Healthy Vegan,Sai Shivaji Dhiraj Suri,≤100
20787991568,Senate Democrats,DSCC,≤100
212933805686,Because International,Because International Corp,≤100
101146224668949,Trump 2020 - Keep America Great,Thanh Hai None Hoang,≤100
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,≤100
94383715886,Metro,Metro,≤100
320738328865866,Arati Kreibich for Congress NJ5,Arati for Congress and Progressive Change Campaign Committee,≤100
96315553086,Crop Insurance Keeps America Growing,National Crop Insurance Services,≤100
1836138529938551,Greater Half,Billy Benson,≤100
169042736456594,All Out,"All Out Action Fund, Inc.",≤100
132492254050920,American AF,AAF Nation,≤100
66926603938,American Zionist Movement,"AMERICAN ZIONIST MOVEMENT, INC.",≤100
971463449533074,Nate McMurray for Congress,NATE MCMURRAY FOR CONGRESS,≤100
1869687273277265,Run for Something,Run For Something PAC,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
115142449914066,Reporter's Journal,Shakyra Avantee Mccutchen,≤100
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,≤100
37461287798,Jesuit Refugee Service/USA,JESUIT REFUGEE SERVICE USA,≤100
1109093812491437,Blaze Media,Blaze Media LLC,≤100
410143045995386,Patients for Affordable Drugs,Patients for Affordable Drugs Inc.,≤100
289213691238937,Thrasher Coffee,Thrasher Coffee Co.,≤100
657708380952174,Voices of the Civil Rights Movement,Comcast,≤100
6985452607,Brita USA,The Clorox Company,≤100
515224855346579,New Politics,New Politics,≤100
367854770014260,Krishna Bansal for US Congress,KRISHNA FOR CONGRESS,≤100
144850842237429,Independentvoting.org,Independent Voting (IndependentVoting.org),≤100
184373328845372,Gigi Raffe,Gigi Raffe,≤100
1118677698164230,Meli Wraps,Jaime Ella Harmon,≤100
151883078314516,NationSwell,NationSwell,≤100
2049170775107862,Resistance By Design,Resistance By Design,≤100
88248418523,Generation West Virginia,"GENERATION WEST VIRGINIA, INC.",≤100
40102638699,J Street,J STREET INC,≤100
95135221781,Federal News Network,Federal News Network,≤100
54787697857,Ron Wyden,WYDEN FOR SENATE,≤100
102377984581168,A Democrat in the Wilderness,Emmanuel Fourakis,≤100
374848446414965,Pollking,Benjamin Aaron Perlman,≤100
1308788582609604,Shirron for Circuit Judge,Shirron for Circuit Judge Campaign,≤100
300992409852,Hoover Institution,Hoover Institution,≤100
245284549333866,ASMDSS,ASMDSS,≤100
807413476285845,Prism,Prism,≤100
2045861689064609,Providing Hope Va,PROVIDING HOPE VA,≤100
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,≤100
919115438185820,George J. Chanos,George Chanos Chanos,≤100
118379493631,Episcopal Relief & Development,EPISCOPAL RELIEF AND DEVELOPMENT,≤100
79279853233,Professional Photographers of America,"PROFESSIONAL PHOTOGRAPHERS OF AMERICA, INC.",≤100
7860876103,Joe Biden,BIDEN FOR PRESIDENT,≤100
345751305447288,Daugherty Water for Food Global Institute,Daugherty Water for Food Global Institute,≤100
2189265054726827,Liberty Tee Shop,www.libertyteeshop.com,≤100
85569513068,International Planned Parenthood Federation/Western Hemisphere Region,International Planned Parenthood Federation/Western Hemisphere Region,≤100
168367339845613,The Humane League,The Humane League,≤100
967449813380430,Newsvoice,Newsvoice,≤100
179145905973075,Sophie Ratner Jewelry,Sophie Ratner Jewelry,≤100
1397799040234106,OpinionUP,OpinionUP LLC,≤100
33532222308,WILD Foundation,"INTERNATIONAL WILDERNESS LEADERSHIP (WILD) FOUNDATION, INC. THE",≤100
1306330389478264,Enbridge Line 3,Enbridge Inc.,≤100
2255846891314996,Corn Refiners Association,"corn refiners association, inc",≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
399067003454888,Sudan Relief Fund,Sudan Relief Fund Inc,≤100
342887442508723,Convention of States,Convention of States Action,≤100
291260461373618,News and News,News and News,≤100
1849483715167852,Firefly Engagement,"Firefly Engagement Services, Inc.",≤100
102010211314386,Donald Trump 2020 Voters,I Love My Freedom,≤100
152264148166020,Moms Clean Air Force,Moms Clean Air Force,≤100
19746387261,Humane Society International,Humane Society International,≤100
87375121041,International Women's Health Coalition,"INTERNATIONAL WOMEN'S HEALTH COALITION, INC.",≤100
473191156175163,EDF Action,Environmental Defense Action Fund,≤100
327202261326682,Stephanie Bice,Bice for Congress,≤100
122174836956,Big Cat Rescue,BIG CAT RESCUE CORP.,≤100
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100
120393112689694,Super Agents Safety Squad,Denize Moraes Rodriques,≤100
874662062886596,Sea Trees,Sustainable Surf,≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
510680265702016,Crowned Free,Crowned Free,≤100
348973409274904,Velvet Hamster,Velvet Hamster,≤100
49414386380,Ilegal Mezcal,Ilegal Mezcal,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
121388362246,Goldman Sachs,Goldman Sachs & Co.,≤100
15351475322,Cathy McMorris Rodgers,Cathy McMorris Rodgers for Congress,≤100
