Page ID,Page Name,Disclaimer,Amount Spent (USD)
274216826544433,King Trump,"King Trump Enterprises, LLC",≤100
574323562632591,Luz para Venezuela - Luz para las Americas,Edith Dume Lerner,≤100
374848446414965,Pollking,Benjamin Aaron Perlman,≤100
537571419599372,John Catsimatidis,Cats Roundtable,≤100
1858795821008664,Warrior 12,Warrior 12,≤100
1383869268500535,Medicare World,Medicare World,≤100
101984764551026,Hope Town United,Hopetown United,≤100
1092340954202973,Maya Rockeymoore-Cummings for Congress,Maya Rockeymoore-Cummings for Congress,≤100
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,≤100
151177188227216,Feeding Children Everywhere,Feeding Children Everywhere,≤100
59543893235,National Constitution Center,National Constitution Center,≤100
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,≤100
799539910084929,Shaun King,The Action PAC,≤100
128801850466780,The Animal Foundation,The Animal Foundation,≤100
203330919857759,All On The Line,National Redistricting Action Fund,≤100
60182072999,Lila Rose,Live Action,≤100
1585761838387907,Unity College Online,Unity College,≤100
2114015665342593,DO YOU HAVE A GREEN CARD?,Cheng Hsiang Chou,≤100
887894034942767,Woodward for Judge,Woodward for Judge,≤100
13536897444,Corporate Accountability,Corporate Accountability International,≤100
384557995468219,Viral Casez,Viral Casez,≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
645392368909975,carafem,carafem,≤100
150322194563,PASA Primates: Pan African Sanctuary Alliance,PAN AFRICAN SANCTUARIES ALLIANCE,≤100
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
139398939438430,Left Action,Left Action LLC,≤100
12683623041,Society for Human Resource Management (SHRM),SOCIETY FOR HUMAN RESOURCE MANAGEMENT,≤100
657708380952174,Voices of the Civil Rights Movement,Comcast,≤100
40973310753,Pathfinder International,Pathfinder International,≤100
1640213549563333,Ballot America,Lenox Augustine Ramsey Jr,≤100
112032985481195,TWU Local 100,TWU Local 100,≤100
87110919728,Rise Against Hunger,"RISE AGAINST HUNGER, INC.",≤100
20009402970,Women Employed,Women Employed,≤100
6162159887,The World,The World,≤100
112072710126314,Heidi Sloan,HEIDI SLOAN COMMITTEE TO ELECT FOR CONGRESS,≤100
383877235817031,Keep America Great,Keep America Great,≤100
169204449790211,Conservative News Today,"BizPac Review, Inc.",≤100
119239224825173,Define American,Define American,≤100
265091094057597,Americans For Carbon Dividends,Americans for Carbon Dividends Inc,≤100
1411781535788775,Phyllis Randall,Friends of Phyllis Randall,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
205795426669644,Facts and Logic about the Middle East,Facts and Logic About the Middle East,≤100
260401648038890,Science101,Novelty Media,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
105278394175506,Stephanie for New Jersey,Stephanie For New Jersey,≤100
156968474833352,Stop Republicans,Stop Republicans,≤100
950998258312654,Knowhere,"Knowhere, Inc.",≤100
1025055787535714,A Case for Women,A Case for Women,≤100
9538894955,John F. Kennedy Presidential Library and Museum,"John Fitzgerald Kennedy Library Foundation, Inc.",≤100
142370046577999,Shahid Buttar for Congress,Shahid Buttar for Congress Committee,≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
164009890287891,Becket,"BECKET FUND, THE",≤100
101942367938685,Caree Annette Harper for Judge 2020,Career Harper for LA Superior Court Judge,≤100
636093333133893,UCR School of Public Policy,UCR School of Public Policy,≤100
109295990419284,Esther For Congress,ESTHER FOR CONGRESS,≤100
108049693995845,Rep Republicans,Rep Republican,≤100
23875187730,Feeding America,Feeding America,≤100
136299005939,Heifer International,HEIFER PROJECT INTERNATIONAL,133
109637125764343,Population Connection,Population Connection,≤100
153278754738777,Climate Reality,The Climate Reality Project,≤100
6236054211,Brady,Brady Campaign to Prevent Gun Violence,≤100
262138411622,Faces of Lawsuit Abuse,US Chamber Institute for Legal Reform,≤100
670503989970479,State Representative Jeff Keicher,Friends of Jeff Keicher,≤100
238473269650980,Capital & Main,CAPITAL & MAIN,≤100
1682876188698809,United for Respect,United for Respect,≤100
33532222308,WILD Foundation,"INTERNATIONAL WILDERNESS LEADERSHIP (WILD) FOUNDATION, INC. THE",≤100
103854021078878,Patriot Revolution,National Insiders,≤100
19010003406,Elisabeth Haub School of Law at Pace University,Pace University Law School,≤100
607756062649744,The Syria Campaign,The Syria Campaign,≤100
592347634460462,Partnership for America's Health Care Future,Partnership for America's Health Care Future,≤100
505653766599222,America First with Dr. Sebastian Gorka,Salem Media,≤100
36987752239,The Reporters Committee for Freedom of the Press,Reporters Committee for Freedom of the Press with Facebook Ad Credits,≤100
237367506369,Texas Children's Hospital,Texas Children's Hospital,≤100
300992409852,Hoover Institution,Hoover Institution,≤100
402120963932260,Counterpoint,Counterpoint,≤100
499379343409991,Impact Fund,"IMPACT FUND, THE",≤100
265268336865693,Do Amore,Do Amore Limited Company,≤100
225049687661781,Environmental Integrity Project,ENVIRONMENTAL INTEGRITY PROJECT,≤100
1839067939730892,The Justice Guardians,"Eagle Peak Marketing, LLC",≤100
26688360097,Corey Woods for Tempe Mayor,Corey For Tempe,≤100
176898723083373,Chanda Choun for Arlington,Chanda Choun For Arlington County Board,≤100
8914040942,Chesapeake Bay Foundation,"CHESAPEAKE BAY FOUNDATION, INC., THE",≤100
354329797956187,The Catholic Association,"The Catholic Association, Inc",≤100
98039565779,Public Affairs Council,Public Affairs Council,≤100
437054476325946,Evan Power,Evan Power for National Committeeman,≤100
456966364681704,Winning For Women,Winning for Women,≤100
178051136001622,Representative Trey Hollingsworth,Office of Representative Trey Hollingsworth (IN-09),≤100
268311603350722,The American Independent,The American Independent,≤100
22872837832,Food Lifeline,FOOD LIFELINE,≤100
2290179461028454,Ruby Powers for State Representative 134,Ruby for Texas,≤100
46093654473,National Republican Congressional Committee,NRCC,≤100
101987144592086,Stollings for West Virginia,Stollings for West Virginia,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,≤100
2323471027903589,Million Moms With an Olive Branch,Bridging Minds,≤100
187515796665,Ranch Hand Rescue,Landon Chandler Dickeson,≤100
17911165812,Covenant House International,Covenant House,≤100
14084625156,Susan G. Komen,Susan G. Komen,≤100
20876805343,March of Dimes,MARCH OF DIMES INC.,≤100
332172544231683,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
372701716170134,Sold No More,Samantha C Byard,≤100
153821188020991,Park Avenue Christian Church,Park Avenue Christian Church,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
28394917492,Second Harvest Food Bank of Central Florida,"SECOND HARVEST FOOD BANK OF CENTRAL FLORIDA, INC.",≤100
999556810102061,Signature Seas,Signature Seas,≤100
632974680487014,We Know Products,We Know Products,≤100
100822738050183,Trump Star 2020,Greek Steel LLC,≤100
110177119192569,Knightscope,William Li,≤100
261343034731,Concern Worldwide US,"CONCERN WORLDWIDE (U.S.), INC.",≤100
58051322414,Committee to Protect Journalists,Committee to Protect Journalists with Facebook Ad Credits,≤100
73277646827,Trees for the Future,Trees for the Future,≤100
107334019308912,Olive Crest - USA,OLIVE CREST,≤100
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,≤100
796891923695572,Here for America,"Association of Global Automakers, Inc.",≤100
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",≤100
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100
201956993160690,MRCTV,MEDIA RESEARCH CENTER,≤100
458928061510318,Rita Hart for Iowa,RITA HART FOR IOWA,≤100
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",≤100
345751305447288,Daugherty Water for Food Global Institute,Daugherty Water for Food Global Institute,≤100
100583918006300,Claire-ity,Harvester Road LLC,≤100
213254292034436,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,≤100
352527958302,Israel on Campus Coalition,Israel on Campus Coalition,≤100
156994304362574,American Bridge,AMERICAN BRIDGE 21ST CENTURY,≤100
319618354715606,Providence Student Union,Providence Student Union,≤100
51949171587,Cross International,"CROSS INTERNATIONAL, INC.",≤100
309993142375589,Joe Kennedy III,KENNEDY FOR MASSACHUSETTS,≤100
322311444154,Ounce of Prevention Fund,OUNCE OF PREVENTION FUND,≤100
145546662234642,American Energy Alliance,American Energy Alliance,≤100
106074810746613,Enhanced Clinical Nutrition,Enhanced Clinical Nutrition,≤100
177100691831,"The SPCA Serving Erie County, NY",Erie County SPCA,≤100
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,≤100
281835005264380,Eric Swalwell,SWALWELL FOR CONGRESS,≤100
125182621527545,Sarah McBride,Friends of Sarah McBride,≤100
221364705166573,NUNYO & COMPANY,NUNYO & COMPANY,≤100
245284549333866,ASMDSS,ASMDSS,≤100
1392215517462479,Lingua Franca,These ads ran without a disclaimer,≤100
194386147247266,Nicole Millman Photography,Nicole Janelle Millman,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
100928564715182,Shout Your Truth,Jeffrey Warren Wright,≤100
1050320055029012,Outrider Foundation,OUTRIDER FOUNDATION,≤100
142201966171,Akron-Canton Regional Foodbank,Akron-Canton Regional Foodbank,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
510680265702016,Crowned Free,Crowned Free,≤100
557113921291144,Learning Dynamics,4 Weeks To Read LLC,≤100
2177005695867568,Minnesota Ag-Energy Alliance,Minnesota AG Energy Alliance,≤100
110468488981853,UNRWA USA,UNRWA USA,≤100
293370004139621,Team John Bolton,JOHN BOLTON SUPER PAC,≤100
2076135989350743,Blue Tsunami Challenge,Thomas Lee Pullum,≤100
575702826587091,The Habit Deck,The Habit Deck,≤100
28557150476,DonorsChoose,DONORSCHOOSE.ORG,≤100
157277400862,The Bell Policy Center,BELL POLICY CENTER,≤100
102809134474382,David Ryu for Los Angeles City Council,David Ryu for City Council 2020,≤100
8524198486,Physicians Committee for Responsible Medicine,"PHYSICIANS COMMITTEE FOR RESPONSIBLE MEDICINE, INC.",≤100
711478725532801,Civiqs,Civiqs,≤100
1869687273277265,Run for Something,Run For Something PAC,≤100
562149327457702,Andrew Yang for President 2020,FRIENDS OF ANDREW YANG,≤100
1692868424300466,"Socktopus, Ink",Socktopus Ink,≤100
44357790109,Republic Services,Republic Services,≤100
545775132233909,The Late Show with Stephen Colbert,These ads ran without a disclaimer,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
104113087669604,Opportunity Arizona,Opportunity Arizona,≤100
1531214650424631,Breathe California of Los Angeles County,BREATHE CALIFORNIA OF LOS ANGELES COUNTY,≤100
92987914008,Potomac Riverkeeper Network,Emily Beth Silence,≤100
377392172830318,Representative Ross Spano,Office of Congressman Ross Spano,≤100
277017876160876,Theo Lipscomb for County Executive,Voters for Lipscomb,≤100
112325855474892,Speak Up For Education and Kids,National Education Association,≤100
104853560939069,Ross LaJeunesse for Maine,ROSS FOR MAINE,≤100
157402764294444,"Union Mission Ministries, Norfolk","UNION MISSION INC, THE",≤100
874662062886596,Sea Trees,Sustainable Surf,≤100
1039701332716228,Pete Buttigieg,"PETE FOR AMERICA, INC.",≤100
19420215926,CNSNews.com,MEDIA RESEARCH CENTER,≤100
179773505382352,Committee on House Administration Republicans,official funds from the Committee on House Administration,≤100
21455818797,Feed the Children,"FEED THE CHILDREN, INC.",≤100
1747132688647028,Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,≤100
1520483958208446,Seeger Weiss LLP,SEEGER WEISS LLP,≤100
6985452607,Brita USA,The Clorox Company,≤100
199657493971420,Curated by Facebook,Steven Matthew Garcia,≤100
2023114331282570,Florida Daily,Florida Daily,≤100
7209432197,Chris Coons,CHRIS COONS FOR DELAWARE,≤100
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100
100759124724678,TrumperDumper,Brian D Healy,≤100
8924408197,National Partnership for Women & Families,National Partnership for Women & Families,≤100
174009339411865,SmartNews,"SmartNews International, Inc.",≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
404555203261028,The California Progressive Alliance,California Progressive Alliance,≤100
113676922032321,Larry Elder,Salem Media,≤100
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100
580580475786931,Annie Oliva for State Senate,ANNIE OLIVA FOR SENATE 2020,≤100
128167457221813,Public Transportation,Voices for Public Transit,≤100
117362515005706,The Bowery Mission,The Bowery Mission,≤100
157506044955437,The Andrew W. Mellon Foundation,"ANDREW W. MELLON FOUNDATION, THE",≤100
17432811417,Working Families Party,Working Families Party,≤100
106777274043961,Funny Right Wingers,Jonathan David Fensterheim,≤100
1784991421516214,Seek Refuge,Seek Refuge,≤100
347136228807672,Sheriff Rand Henderson,Rand Henderson Campaign,≤100
136648983036109,CommonBond Communities,COMMONBOND COMMUNITIES,≤100
275564936303690,Gina for Congress,GINA COLLIAS FOR CONGRESS CAMPAIGN,≤100
24481937944,Theodore Roosevelt Conservation Partnership,"THEODORE ROOSEVELT CONSERVATION PARTNERSHIP, INC",≤100
13649914583,Equality Now,"EQUALITY NOW, INC.",≤100
166732173519455,Suzette Martinez Valladares,Suzette Valladares for Assembly 2020,≤100
2352630938293825,Mytacticalpromos,Entremax,≤100
121169024623329,"Ho-Chunk, Inc.","Ho-Chunk, Inc.",≤100
424005607731930,Mid-South Immigration Advocates,Sally Joyner,≤100
49414386380,Ilegal Mezcal,Ilegal Mezcal,≤100
515224855346579,New Politics,New Politics,≤100
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
317917411935913,March for Science,March For Science,≤100
140155342671005,Sempervirens Fund,SEMPERVIRENS FUND,≤100
6334782252,Oceana,Oceana,≤100
343175436328856,CA Needs Energy Storage,California Alliance for Renewable Energy Solutions,≤100
2062802910474026,Global Optimism,Clay Michael Carnill,≤100
174585105913598,Miyoko's,Miyoko's,≤100
67180895597,National Shrine of St. Jude,The National Shrine of St. Jude,≤100
151883078314516,NationSwell,NationSwell,≤100
156296274419595,HarperCollins,HARPERCOLLINS PUBLISHERS L.L.C.,≤100
117443068305863,INSS - The Institute for National Security Studies,Scott Bernard Lasensky,≤100
342887442508723,Convention of States,Convention of States Action,≤100
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America's Health Care,≤100
17203056985,Partners In Health,Partners In Health,≤100
53364530722,The Center for Public Integrity,"CENTER FOR PUBLIC INTEGRITY, THE",≤100
971463449533074,Nate McMurray for Congress,NATE MCMURRAY FOR CONGRESS,≤100
316622191804157,UTK,Wendell Nelson,≤100
38882699096,Polaris,POLARIS PROJECT,≤100
343618292379217,Planned Parenthood of Metropolitan Washington DC - PPMW,Planned Parenthood of Metropolitan Washington DC,≤100
41182871633,National Museum of American Jewish History,National Museum of American Jewish History,≤100
58158120046,ACLJ,American Center for Law and Justice,≤100
1690071827911682,Cleancult,These ads ran without a disclaimer,≤100
1423372014628151,Michael Bader Author,Michael Bader - Author,≤100
43949868082,OutRight Action International,OUTRIGHT ACTION INTERNATIONAL,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,≤100
294879797332635,Debbie Dingell,DEBBIE DINGELL FOR CONGRESS,≤100
85452072376,Newsmax,Newsmax Media,≤100
2259323457517498,Abolish the Electoral College,ABOLISH THE ELECTORAL COLLEGE,≤100
627951147293090,FatFinger,Fat Finger LLC,≤100
11388175860,Smithsonian Associates,Smithsonian Associates,≤100
303060840551495,Congressman Steve Watkins,Congressman Steve Watkins,≤100
1388990814610248,John Gentry Candidate for State Senate,Candidate for State Senate John Gentry,≤100
384676381708957,Education NC,Education NC,≤100
69757414569,Vanessa Behan,VANESSA BEHAN CRISIS NURSERY,≤100
1764185850558806,Apex Clean Energy,Apex Clean Energy,≤100
598720023670599,Delegate Jennifer Carroll Foy,Jennifer Carroll Foy for Delegate,≤100
171651620209487,Brady PAC,Brady Pac,≤100
360303722260,Kathleen Williams for Montana,KATHLEEN WILLIAMS FOR MONTANA,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",≤100
681626158940626,Mission Roll Call,Americas Warrior Partnership,≤100
2332887206961207,Panfish Solar,Apex Clean Energy,≤100
335357263869370,AaronR,Poetically Correct,≤100
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,≤100
25254987383,Joyce Meyer Ministries,"JOYCE MEYER MINISTRIES, INC.",≤100
461204744067686,Family Protection Association,Family Protection Association,≤100
100401327980848,National Parents Union,National Parents Union,≤100
153704007991524,Women's Earth and Climate Action Network,Women's Earth and Climate Action Network,≤100
108761895812039,Montgomery College Television - MCTV,MCTV,126
102483947898713,Kansas Community Coalition,Kansas Community Coalition,≤100
940653386126953,Standingwithyou.org,Standing With You,≤100
194435118159082,GreenBee Sustainable Products,GreenBee Sustainable Products,≤100
141395226689,New York State Nurses Association,"NEW YORK STATE NURSES ASSOCIATION, THE",≤100
117046548337381,WILDCOAST,WILDCOAST,≤100
317667194946264,Ro Khanna,RO FOR CONGRESS INC,≤100
116103198461511,North Shore Animal League America,"NORTH SHORE ANIMAL LEAGUE AMERICA, INC.",≤100
108878460592637,The.Informist.Apparel,Siraj Mohammad Alsafar,≤100
175034712516314,WaterAid America,WaterAid America,≤100
466164103423147,Thorn,Thorn with Facebook Ad Credits,≤100
179301645517086,Advanced Energy Economy,Advanced Energy Economy,≤100
63240625785,National Immigration Forum,NATIONAL IMMIGRATION FORUM,≤100
435917576827538,Minnesotans for Line 3,Minnesotans for Line 3,≤100
104965176216080,Equality Virginia,EQUALITY VIRGINIA,≤100
1884107931849913,Republicans for the Rule of Law,Defending Democracy Together,≤100
322870825821,Macmillan Audio,Dakota Cohen,≤100
572510742777223,Religious Freedom Coalition,RELIGIOUS FREEDOM COALITION,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,≤100
582675068550931,"The AWARE Foundation, Inc.","The AWARE Foundation, Inc.",≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
85064269154,Second Harvest Food Bank of Metrolina,Second Harvest Food Bank of Metrolina,≤100
197669827395385,Connected Commerce Council,Connected Commerce Council,≤100
12876978977,SPCA of Texas,SPCA of Texas,≤100
312870062895448,StateThugs,StateThugs.com,≤100
660392237420535,Kick Insurance to the Curb,Jordan Patrick Fowler,≤100
23790541544,Democrats,DCCC,≤100
122849152443325,Ashu Singh,These ads ran without a disclaimer,≤100
726308184419500,Institute for a Safer Florida,Institute for a Safer Florida,≤100
355223168416491,Alex Morse for Congress,ALEX MORSE FOR CONGRESS,≤100
25998443394,MedPage Today,"EVERYDAY HEALTH, INC.",≤100
112767930190251,Kay Granger Campaign,KAY GRANGER CAMPAIGN FUND,≤100
100598451298741,Make It Legal Florida,Make It Legal Florida,≤100
654702428226892,Stop the Corridor,Stop the Corridor,≤100
1465562810341589,Kansas Values Institute,Kansas Values Institute,≤100
132732160104163,Ford Foundation,"FORD FOUNDATION, THE",≤100
341534259844023,Marco Serna,Marco for Congress,≤100
999775873528189,Stopping Socialism,Justin Trask Haskins,≤100
173837496125511,Conscious Step,Conscious Step,≤100
108512875350,The Atlas Society,The Atlas Society,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
108971449133,Fisher House Foundation,"FISHER HOUSE FOUNDATION, INC.",≤100
277443916145253,Stop Sign Ticket Defense,Gregory Monte,≤100
958434844174956,Campaign for Accountability,CAMPAIGN FOR ACCOUNTABILITY INC,≤100
174739196703689,Trump - the Opera,Roger Rudenstein,≤100
359933137438156,Nine Line Apparel,Nine Line Apparel,≤100
788632858205691,Zero Waste Face,Zero Waste Face,≤100
405469100189512,Still My President - Donald Trump,Red State Politics LLC,≤100
2477934522257579,U Decide App,Karen Neicy Holbrook,≤100
1664959567149320,Wholesome Culture,Wholesome Culture,≤100
467503009987109,"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",≤100
147486638599345,Urban Teachers,Urban Teachers,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
111519731642,Montana Wildlife Federation,MONTANA WILDLIFE FEDERATION,≤100
513785465632396,Airline Passengers for Justice,Airline Passengers for Justice,≤100
79279853233,Professional Photographers of America,"PROFESSIONAL PHOTOGRAPHERS OF AMERICA, INC.",≤100
1691091571125390,Representative Shevrin Jones,"Shevrin Jones, Democrat for Florida Senate, District 35",≤100
134758180394,EcoAction Arlington,EcoAction Arlington,≤100
488126221334500,West Whiteland Democrats,Emmanuel Fourakis,≤100
892673067526965,Project War Path,Project War Path,≤100
424443217623488,Clarion Project,Clarion Project,≤100
987698164585861,Citizen Ed,Citizen Education,≤100
146754548089,CityTeam,CityTeam,≤100
107819027380665,Ronald E. Bell for Sacramento City Council 8th District,Ronald Eugene Bell,≤100
5150088389,Lenny Kravitz,Louis George Pratt,≤100
28729603879,Food Bank of the Rockies,Food Bank of the Rockies,≤100
2305856756331440,Madam for America,Madam for America,≤100
2188424341404612,Project Ready,Project Ready,≤100
1055873511190792,Hello Resistance,Hello Resistance Apparel,≤100
151721606865,Intrepid Fallen Heroes Fund,Intrepid Fallen Heroes Fund,≤100
837749476375937,Darrell Hale - Collin County Commissioner Precinct 3,Friends of Darrell Hale,≤100
212710169546965,Make America Great Again 2020,National Patriot Association,≤100
109054332793,Sojourners,SOJOURNERS,≤100
158020364262665,Dominion Energy,Dominion Energy,≤100
113330620093147,Sunny for Congress,Suneetha Chaparala,≤100
473558703216022,Gabfest,Paul W Queen,≤100
1745236555735695,EverBright Kids,EverBright Kids,≤100
192771954102960,Jordan Sekulow,American Center for Law and Justice,≤100
440551812676698,Open The Books,American Transparency,≤100
66926603938,American Zionist Movement,"AMERICAN ZIONIST MOVEMENT, INC.",≤100
37892661587,JDC,JDC,≤100
131217580266597,National Council on Aging,"NATIONAL COUNCIL ON AGING, INC.",≤100
158791100909689,Concerned Veterans for America,Concerned Veterans for America,≤100
241247646424302,Jahana Hayes,FRIENDS OF JAHANA HAYES,≤100
125937197447634,ACTA - American Council of Trustees and Alumni,AMERICAN COUNCIL OF TRUSTEES AND ALUMNI,≤100
100137754724934,Trump 2020 Supporters,Proud Right Winger,≤100
116748296398796,American Savings,Rachael Anne Ginzel,≤100
103285009618,Tennessee Entertainment Commission,Tennessee Entertainment Commission,≤100
161879897191723,EarthX,EarthX,≤100
1947204578916961,Kionne McGhee,"Kionne McGhee, Non-Partisan, for Miami-Dade County Commissioner District 9",≤100
466352813568654,Tim Westley for U.S. Congress,COMMITTEE TO ELECT TIMMY WESTLEY,≤100
2386704041588414,The Texan,The Texan,≤100
167818016571872,Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,≤100
1449073545419430,The Lone Liberal Republican,Arthur Winter,≤100
222164564466305,Civic Life Project - www.civiclifeproject.org,Dominique Lasseur,≤100
1590133714398069,Pierre Wilson,Pierre Nicholas Wilson,≤100
105953890782784,The Factual,Jacob Aaron Soroka,≤100
260244824449371,Consumers for Quality Care,Consumers for Quality Care,108
1691667177798461,Brut,Brut,≤100
